income,credit_score,loan_amount,job_experience,assets_value,existing_loan_amount,approval
295379,698,4241665,17,14062034,0,1
42344,713,101173,5,386426,320326,1
45711,801,287012,5,242158,0,1
81071,616,388436,9,4291111,888976,1
86413,558,778581,28,4042153,692995,1
49543,643,426761,17,337057,281654,1
45367,703,3637588,12,163526,82644,0
40225,595,6991559,27,3544707,139055,0
51667,521,3551022,12,1943661,0,0
51312,430,4267606,5,190092,2573075,0
68231,342,493793,26,4876108,1435751,0
405845,691,617453,16,325382,172692,1
35014,855,857458,16,1952262,40518,1
116154,841,4918760,9,8829134,0,1
59708,414,9889081,33,2953754,1438930,0
112337,682,3441165,1,1994449,0,1
286936,601,3932356,31,604461,715050,1
30192,302,1352292,32,4642110,676862,0
233481,865,9823295,9,3411126,171064,1
56612,880,2728434,31,6601379,1471403,1
40623,689,5166096,5,955366,0,0
46935,795,3452201,25,725389,1888151,0
109864,537,1483728,26,4170736,850835,1
120325,624,6042861,12,3756975,1847763,0
112994,781,3577479,18,6422056,566502,1
268774,367,1011671,21,361247,134614,0
69176,577,221704,10,3120049,82676,1
178639,362,7185743,30,1280971,751654,0
91310,848,7385943,14,341425,346052,0
162839,433,3282211,0,52769,1300721,0
89307,716,1234958,6,9085244,4405323,1
35548,619,123794,20,6918664,0,1
98131,895,3853705,33,1284827,99008,1
43767,630,952787,11,2376243,4267856,1
280072,839,9442656,11,1022003,26410,1
77526,570,1597712,35,50282,0,1
95238,403,7651202,1,23815720,0,1
44162,752,248259,31,2632918,604167,1
71468,687,3049827,28,624755,0,1
63713,508,7899806,29,9403783,192641,0
40793,578,383434,24,1048904,0,1
222566,885,815919,28,90234,3366170,1
58370,721,1135113,3,378904,0,1
116469,456,1041658,23,231737,555932,0
160065,858,3833280,16,438896,0,1
192389,685,2694156,10,3311894,35423,1
34335,679,1856675,4,217282,3926592,0
57691,530,4976520,14,250394,1750926,0
85591,629,8176699,30,4776654,0,0
51393,656,3668820,0,2162961,1309005,0
65374,578,468348,28,209514,0,1
108416,824,9632802,15,189121,0,0
53025,630,229190,32,1494056,3395363,1
33960,707,1541630,34,283899,626763,1
73841,849,7897626,20,7870534,159553,1
41962,766,293361,26,22726429,150476,1
95500,639,1253312,32,1849643,105955,1
99194,518,4762386,14,1027202,0,0
181323,455,6619814,20,1370932,58239,0
55134,375,695494,7,5063351,0,1
32076,475,779638,9,182881,0,0
64522,568,1694049,18,7847510,0,1
53291,863,3069381,32,405382,135230,1
59268,453,2817888,19,21498511,0,1
112648,814,2996097,12,4154740,1457911,1
58351,455,755528,7,23487549,421472,1
68506,395,262737,26,1325854,3392299,0
30722,780,1037017,30,7229280,292338,1
59056,748,443515,18,6427639,40865,1
356141,393,1605513,15,3737044,484570,1
39929,599,9912240,24,9463796,185559,0
103055,767,698250,8,4655335,0,1
48612,702,155828,31,333380,3120810,1
39307,813,2485394,8,2190254,34768,1
37068,611,7025387,8,3186932,0,0
42936,612,402330,6,9346603,673679,1
52619,540,2475821,11,4006581,1693329,0
153786,754,834527,27,934612,26108,1
31076,559,234394,15,1131453,0,1
43196,614,7435661,20,308653,150697,0
195808,382,7545930,15,2689795,0,0
47502,882,5902957,10,2567974,0,0
96331,770,631251,29,210912,131881,1
66923,626,6178855,4,20400938,79664,1
58249,571,379005,7,852425,3100992,1
125557,899,312358,20,2810622,130164,1
103467,744,7931702,3,121622,39370,0
62372,511,880997,24,4924766,1959261,0
40648,791,7242418,28,1693264,247270,0
276221,805,3648494,34,1565974,3061662,1
43416,871,282623,31,1583372,797250,1
124628,458,1942159,15,2406628,0,1
77341,735,1832648,5,20117250,300547,1
74446,834,932151,25,9162727,2020698,1
31521,626,2381859,28,5425768,0,0
59530,838,4377762,2,20925321,259316,1
55711,474,1716670,25,178584,79632,0
39389,876,1893298,32,855011,181325,1
136947,548,3203272,26,715465,138501,0
75921,857,254013,10,12864674,107771,1
33204,580,5776140,12,713467,141336,0
118859,406,374615,21,579915,0,1
34876,591,5067368,19,23940880,68464,1
34472,698,1365616,10,1282808,0,1
42898,875,8445634,7,13414518,875932,1
96403,870,8269737,13,15232629,3085194,1
46543,821,4585313,28,94029,48612,0
478917,776,6330772,33,470804,34662,1
58967,838,9846570,5,1983236,2441818,0
81198,342,6628152,20,1319954,76507,0
35121,352,3165779,28,1933653,0,0
69029,898,4725385,18,330255,1454855,0
372071,869,4601200,1,1178131,1077934,1
36069,508,1458821,5,22090860,222428,1
95862,622,9955487,21,1372016,0,0
79233,877,329160,12,17933065,3123729,1
46884,806,579664,15,3987977,1449719,1
69020,792,9378138,28,9198177,0,1
47343,725,758775,26,9079768,322084,1
95095,658,1352910,12,1700067,478017,1
117186,412,2055229,31,7462659,14536,1
74750,733,2371245,7,12765024,0,1
102732,736,4982582,13,24024349,1963373,1
416297,863,3750893,20,147673,1722442,1
89763,650,9852687,34,194198,29860,0
69691,438,5969630,35,418190,579087,0
41884,688,469156,18,6334645,128448,1
105696,649,2727520,5,4314872,0,1
49305,801,431102,8,829172,1915204,1
63216,786,329899,27,21552934,2974058,1
111349,463,340950,27,4797267,23274,1
264607,558,9574596,3,6845464,2279465,1
222632,321,195641,17,533131,0,1
297096,580,6438167,19,78666,18498,1
79587,773,7343850,23,302657,0,0
253009,586,7515608,23,93864,4898153,0
66071,537,2438761,1,7420297,166916,1
87235,673,1708709,32,7518453,77785,1
107695,717,1341903,34,11577837,4686847,1
44680,582,1510027,15,328382,73582,1
86847,542,8843270,30,548915,188863,0
146958,576,163057,27,8776085,1649129,1
116620,827,2225374,22,4153889,0,1
31109,557,2111919,20,4143802,232749,0
147040,791,636371,23,1306425,1998492,1
48779,336,3176387,9,777454,797827,0
79627,787,2380390,12,62513,1998494,1
138515,517,9618836,28,268943,0,0
34216,611,345369,10,1907759,2871855,1
159228,787,141635,15,7082261,808429,1
157830,582,105701,10,13096558,0,1
67866,860,1299313,6,15614341,0,1
188690,712,2958448,4,1991208,0,1
35533,860,5819258,8,22252929,2698713,1
94235,702,3133339,8,2526987,3080443,1
49309,558,5981057,11,84456,0,0
33491,724,497516,26,6493774,1375849,1
70816,661,5030612,35,183732,0,0
49876,663,1823744,20,225599,182240,1
72134,819,1135280,18,5451924,0,1
340156,870,168815,9,9688207,393347,1
92640,814,5798774,0,1236988,1423543,0
230175,790,4138143,31,16004087,1514576,1
44440,663,4072918,10,1759338,740596,0
135022,734,180334,28,2925820,0,1
43272,755,1019139,18,744724,0,1
141141,690,171168,12,7436379,21515,1
38909,882,187930,14,168372,0,1
40886,377,1873933,31,8386659,0,1
68853,406,1027176,19,2116349,147557,1
35495,775,848857,32,1866720,503445,1
356121,813,5122374,29,6482243,323420,1
247747,728,200532,0,1240786,1097940,1
65408,370,2903181,13,3411646,1765158,0
241550,779,2691275,20,817586,0,1
63391,630,1794205,1,71694,812233,0
119737,689,4825204,5,7551822,130960,1
93659,609,5849370,6,962083,12796,0
93455,848,8023920,15,1594442,135169,0
151032,720,937559,30,5623137,329933,1
36655,746,4718767,31,1553601,0,0
59702,589,1149192,18,1254984,166042,1
88009,527,362184,35,591661,0,1
65300,705,5407350,15,1505496,1612392,0
76626,468,4634664,31,1507263,0,0
56720,704,9885228,1,3649756,144530,0
41576,842,4284290,20,3943928,1444856,0
70031,458,6824964,17,8437761,290462,0
262908,832,2035407,3,5346364,29986,1
185904,639,3149214,17,452233,0,1
67418,517,3791860,7,2701955,69435,0
61353,387,4224403,32,2630789,249964,0
88317,647,7408029,27,150831,0,0
40239,621,9911302,28,1123681,289966,0
45670,753,166513,14,3532454,956789,1
46103,673,8553264,21,252701,4135768,0
55623,739,431915,18,219457,2409769,1
68261,851,4301629,25,1509452,1263962,0
46076,766,4527301,8,261725,0,0
91891,785,3255616,12,811764,130908,1
31760,744,6702222,24,18914512,0,1
52704,749,3549222,5,12718881,573910,1
31555,646,1720795,20,5012737,0,1
108884,786,8997611,2,18891766,0,1
35288,602,4483680,3,3775229,4399315,0
94423,578,712090,26,6278758,0,1
168676,732,7168197,2,2535635,0,1
245628,769,9166144,33,8745254,0,1
118137,532,3248399,10,9478170,62411,1
270373,519,4664203,28,20455741,4610134,1
67286,889,7560242,34,9039103,0,1
35464,569,496083,0,4228385,43488,1
44663,851,1607518,35,447084,0,1
41298,606,1800543,10,15577737,201068,1
191134,627,1397643,5,5347597,448488,1
333598,828,9702819,31,5682750,29475,1
36771,375,5161295,26,2173610,2015670,0
39845,591,1692218,32,24209571,388789,1
396832,505,7686734,10,357632,1525056,1
84653,558,4876507,31,466611,496215,1
50225,561,2857055,6,336333,3752902,0
236127,742,2968390,12,1062976,199374,1
209958,578,2744606,35,3769449,301910,1
63911,789,7398437,20,1620057,114265,0
41811,736,4131165,20,8958740,1676846,0
31359,889,1453605,21,4545116,770089,1
95673,705,9150008,14,109802,155987,0
169372,836,1552696,19,6722646,0,1
198238,739,8353798,2,151755,120971,1
42393,749,5353249,31,736715,0,0
37296,573,5210671,4,3512281,1198081,0
99878,726,153961,26,1727827,1493917,1
40061,504,444800,9,5312493,0,1
375928,387,5947146,15,3790068,605502,1
244955,830,664620,0,7562977,2421037,1
92872,837,3721825,23,1145524,0,1
78688,592,1834298,14,1109775,237893,1
88983,728,9681530,27,19532771,192095,1
77717,724,6256382,2,2994531,243363,0
265379,750,305801,30,159527,652220,1
61485,440,107173,9,5091759,1870534,0
75194,426,6987406,10,6445517,1022297,0
37345,802,1990142,8,8028707,1388594,1
179294,325,1217906,1,1053505,109904,0
128713,452,1152110,26,1526531,560714,1
183407,387,163186,15,1172503,0,1
148532,812,6989653,15,307328,73149,1
172646,753,582674,22,23168899,81124,1
106988,680,381351,35,160929,0,1
55738,528,129868,33,23799599,49112,1
45381,610,884008,34,339694,130965,1
42001,546,279182,32,345183,191368,1
107334,702,3249240,2,3448222,672805,1
127362,731,6611092,20,3773063,579610,1
30900,777,1666776,10,475402,3767716,0
75127,453,7281290,9,2612261,619743,0
99037,887,1664531,11,20340039,0,1
253640,847,9061509,34,1002041,579791,1
64098,702,9246809,19,1761991,566168,0
33749,521,865432,2,573737,328725,0
37204,542,278534,19,13523768,789460,1
30811,652,1885696,9,858202,0,0
35571,756,1872470,8,4554936,28731,1
152574,573,572600,27,18830557,0,1
43190,857,7841729,9,339821,652249,0
69435,798,3797214,30,309203,125195,1
63272,647,1941146,29,2909420,104935,1
32658,773,4354083,1,16016144,3895402,1
31637,804,4547628,32,1889920,1496347,0
76370,859,996580,17,669754,0,1
36772,643,241653,26,18797577,989661,1
144557,748,6864685,5,14633246,344055,1
160440,680,445482,21,4969547,574187,1
37950,844,7009868,8,492996,773170,0
43021,786,425372,17,1257307,1553217,1
244651,841,465358,25,8559086,1821051,1
62695,535,2953706,24,23685408,1161178,1
44846,730,7383472,23,741931,134063,0
73631,806,377413,8,489565,0,1
51767,886,6014442,31,960123,4429765,0
54224,585,824716,26,8070485,812467,1
33731,557,2604528,26,555211,2110841,0
89982,755,4450719,33,67696,3878612,1
35141,642,411725,10,4771678,0,1
72432,764,491620,20,406924,3636303,1
77875,733,7479942,20,1387772,0,0
46660,814,3470384,34,1991348,674859,0
42846,511,6684763,2,205149,547515,0
128927,760,245652,4,1279497,104028,1
44459,609,6009609,12,3526528,983171,0
43050,693,8922121,28,62243,0,0
67981,632,1861365,25,2778499,0,1
73280,757,7012065,32,2989762,0,0
50465,876,4764013,15,15144929,445419,1
107497,869,972209,24,266711,59025,1
269226,853,5746287,20,15450049,0,1
258104,520,2890550,30,4140980,0,1
71657,676,1419165,21,276833,0,1
32883,861,2806675,12,16389423,766879,1
173961,739,4281458,8,612691,64224,1
164231,625,246371,26,511046,49018,1
54151,734,8588349,14,403282,613784,0
145719,544,6967686,5,1018956,0,0
314693,690,7226918,11,4691031,239732,1
36919,822,6601314,12,5202489,135565,1
49868,733,150418,8,1249612,994184,1
74130,405,5542561,32,16555862,1143050,1
46437,900,6706441,7,315395,0,0
125331,697,2529235,31,2307871,1961483,1
117218,666,3120240,5,18521939,0,1
36545,864,2151001,20,294444,434587,1
69870,517,4739998,31,4705890,0,0
40292,693,6320147,28,6387141,346310,0
92103,527,4222962,18,14532964,4872284,1
113030,785,1123599,14,399427,132017,1
42237,883,3355719,25,1235365,56752,0
46560,697,419166,10,115339,0,1
39638,387,2889690,12,1687056,1938360,0
285175,393,5440433,2,208161,0,0
41193,626,407645,34,79791,0,1
42001,743,162047,15,8131660,3717545,1
282345,706,854361,11,2359300,3456588,1
72086,644,8157851,8,1478368,59605,0
61922,592,208018,4,191211,679786,1
260828,847,8050418,2,470568,0,1
53723,772,3936827,20,2925040,4295123,0
51028,685,908276,3,231975,265134,1
76439,889,6546922,22,412086,415109,0
189435,885,4674984,7,23913201,124221,1
107003,797,3605567,2,1761622,1885104,1
65388,676,1121975,28,2397467,0,1
53247,886,5807326,17,9889091,26705,1
66362,824,3571719,0,15074839,0,1
83386,665,384004,33,10885766,660261,1
39269,523,1357683,8,3385239,724564,0
31817,718,3834930,25,235941,0,0
31911,611,449411,33,17310640,168189,1
37685,761,5863272,18,1773450,510773,0
76720,653,600572,25,19459105,0,1
43875,593,3851161,12,6669458,0,0
61184,878,1787895,20,8753710,687633,1
146289,398,6911882,35,8762459,1185097,1
101667,769,4898504,10,8146621,2993882,1
30991,507,1248511,4,3013956,4712712,0
188268,456,8874199,19,5986565,61511,1
45001,679,4671820,0,2429445,0,0
46278,829,2008471,12,1785691,174988,1
49099,304,2878486,16,333350,628731,0
52611,707,6576769,7,1134343,0,0
115343,815,305751,26,210213,653540,1
47055,582,969824,35,175618,4800934,0
112085,735,1439926,16,432452,2939208,0
30019,777,8162452,34,6120319,1862882,0
385189,832,3222295,11,4518465,166995,1
68497,660,7977380,31,1340119,1571936,0
48402,621,5225587,30,483800,408581,0
66066,726,9950082,28,413550,1641213,0
49564,634,9531277,25,1437182,41452,0
52979,628,8762384,15,8749512,1056192,0
82390,374,3570180,19,2549248,124339,1
85784,897,5132003,15,5293761,851301,1
217003,544,6182110,33,1128498,971645,0
53126,674,346936,6,12292377,0,1
104238,794,5989318,26,1721003,943879,1
88201,397,9738913,32,4684316,0,0
98343,803,1598851,28,80947,63265,1
95926,632,8165206,23,481551,513399,0
195606,779,8474043,20,2562296,0,1
49736,807,3138763,17,1287851,0,0
43009,354,242279,24,17872947,359888,1
36095,708,1532280,22,1757618,150703,1
56209,836,8734449,26,11801336,2231800,1
67060,870,227769,34,386559,0,1
71644,536,8157674,4,1742599,132173,0
66096,648,6662984,8,1664802,103374,0
87655,532,4889595,17,5166033,53813,1
72431,698,2540313,35,9574685,971114,1
79284,711,526190,6,317897,79304,1
99293,642,1242310,29,281835,0,1
204123,591,495047,9,7803942,99511,1
132953,522,8516920,33,930481,0,0
87269,327,1590359,27,22768193,192072,1
40937,817,815890,15,1113459,0,1
40825,827,2816171,29,6815552,0,1
37297,571,3488385,9,1353413,1807254,0
40798,423,9775015,10,103397,450338,0
34412,713,1204220,2,5330502,23829,1
83029,787,4433179,1,5142628,1751173,1
38362,740,4176388,15,538113,732724,0
44575,570,225613,22,146340,0,1
40103,847,421102,13,246222,0,1
36374,865,4130732,8,24381792,174718,1
61698,815,5140807,11,3956164,159877,1
41197,622,7303396,5,286506,0,0
52174,510,1882386,22,251787,33339,0
258329,816,239902,5,448443,0,1
66413,518,5603666,33,1271221,3477696,0
64846,882,811028,24,459615,3770676,1
150164,656,9540576,27,172613,41207,0
42997,849,1157956,11,1018638,0,1
59355,718,910623,29,389554,0,1
107965,587,3664679,26,4206764,3933255,1
70107,775,3408315,4,433362,1736191,1
38123,756,501118,21,22237438,160447,1
57954,487,2219354,10,185911,761120,0
71177,808,3291060,16,268440,0,1
30283,737,3527250,18,57064,0,0
61517,835,261788,2,15912561,1406178,1
32944,775,3553640,3,1740186,0,0
119147,582,1954655,12,1107490,105325,1
87605,748,364621,24,12841331,36717,1
33976,674,8259299,20,403367,2369340,0
48117,870,4012238,28,226314,0,0
47988,769,5987946,32,1733514,1792914,0
232700,632,1255743,26,621931,3198882,0
72354,785,2598984,19,55840,0,1
105642,659,663367,3,2893271,0,1
189081,682,2374449,6,291499,1597913,1
31266,826,1337945,10,166504,1939547,1
353848,632,415486,6,484795,0,1
176679,838,359901,11,169895,0,1
41292,725,4846833,34,1625315,0,0
44140,727,8752310,26,2562805,4923630,0
46502,548,5775202,24,7647356,361342,0
48850,795,101425,24,10755064,0,1
78569,826,2494383,4,4689063,1149547,1
71427,805,482972,27,19061104,188584,1
76459,751,4123291,6,841960,0,1
88522,655,1070634,29,7198838,689812,1
118176,704,8115641,8,7491056,4454670,0
55374,626,4380898,10,9079555,0,0
312143,487,256496,28,5250310,165105,1
85566,844,371678,34,137983,0,1
124843,527,1283174,18,4746269,0,1
77449,762,8217069,35,18946235,105799,1
67352,489,206636,25,23765468,0,1
37999,617,5469320,2,19402820,117918,1
65373,675,1755464,11,1757506,608685,1
54367,421,2438859,29,11871583,2248052,1
46263,825,9969376,31,11829010,623937,1
52674,723,9206887,25,1012931,4836207,0
112527,613,641723,1,1176766,545874,1
232971,878,1122542,33,437124,0,1
67931,313,4746104,11,1378979,0,0
39701,691,1357855,14,19542061,625940,1
43731,581,312184,31,21970424,1198107,1
46708,664,1059756,31,2975799,129264,1
464506,830,657930,27,2224328,81926,1
75548,546,5273360,30,1900173,0,0
175801,894,3037578,29,1006692,68647,1
46014,682,2703233,16,454896,637502,0
67919,762,2856642,30,544471,0,1
49789,747,8678257,2,267115,0,0
31794,757,696341,5,616303,10975,1
340328,850,1747932,31,1167052,0,1
43081,676,7626692,19,1389841,0,0
114696,654,246249,2,4822322,0,1
148994,756,2431501,15,687440,0,1
33508,709,4570431,0,1852477,0,0
134755,778,293951,15,3098475,108153,1
171161,696,6569998,0,2580951,127466,1
66584,827,9015316,9,8212736,1229887,0
224101,867,758267,22,8005418,0,1
88619,504,9774109,17,889010,0,0
254785,658,9397302,14,4784912,810039,1
36137,743,275873,15,9566445,361382,1
170838,413,8092114,35,22190109,753786,1
229065,631,3326912,31,4664768,0,1
57008,629,2397531,17,2264462,1697480,0
37686,795,3248401,9,309772,677508,0
192447,731,3881099,33,2141084,203373,1
250327,611,349677,24,3282681,0,1
111864,562,190003,4,1765932,0,1
51052,705,9336156,34,211097,1037168,0
267306,682,6254700,26,1516039,0,1
205958,820,1595825,7,1948177,3063936,1
119838,758,1457838,1,5859418,0,1
96535,679,9088482,1,1708449,162487,0
80444,618,5756899,5,2201482,2040379,0
99134,841,339151,19,2844932,39473,1
47718,787,1325713,6,10896196,625817,1
152552,763,866859,17,5933207,50690,1
64696,864,410033,8,4576177,808097,1
114419,775,2107363,21,1731620,0,1
61567,846,4516202,22,383974,135270,0
33045,674,292200,23,22217861,2984454,1
69495,573,345003,14,4570078,0,1
73726,764,7806074,11,5753287,0,1
88772,496,7867501,32,5347547,0,0
95783,701,1309866,14,9551835,0,1
207006,743,6923294,14,4952097,0,1
89693,848,330610,31,2778943,0,1
137251,759,7189614,31,454676,166977,1
282914,337,8100947,21,4554415,13455,1
107334,889,9922218,7,5558006,0,1
148097,762,1915774,25,645969,718511,1
195689,684,2515237,14,8086989,652121,1
51141,804,4351986,17,228807,666207,0
35255,529,426048,32,1873007,0,1
60163,607,3839503,20,170053,4881326,0
205964,657,459153,12,14275990,107627,1
119984,852,7257512,9,22455393,14266,1
97171,490,257004,16,12849428,20938,1
77555,616,3376039,13,22938583,0,1
44176,688,350834,18,99302,872319,1
294601,554,484832,17,4841057,560328,1
238510,412,9812048,3,95664,96189,0
31997,669,5234737,35,1255158,170027,0
97881,736,8486368,5,2298868,149428,0
51847,610,922525,27,7358148,748381,1
67612,895,9632020,15,187691,4230766,0
49992,692,250984,18,1732496,0,1
193226,881,679289,19,67562,1968952,1
97505,668,248739,20,3958073,163170,1
39830,620,898925,3,5270335,795043,1
96036,676,3945698,20,226789,1047538,1
43496,614,7600445,31,8462800,3033994,0
36144,501,1636176,20,163234,3603810,0
33552,508,9460345,32,1154690,0,0
45314,505,2697545,1,5705703,1590689,0
214848,702,9363656,34,62180,1330529,1
409554,715,4633792,28,1828891,0,1
74605,685,1201989,18,562677,0,1
44442,761,308401,5,2896467,545937,1
80001,707,6230681,14,13220283,0,1
42939,818,8761646,23,20639306,292067,1
57686,631,1482670,7,4323440,4043541,1
53106,899,3521648,15,19161554,199566,1
54499,878,208264,20,21265777,373373,1
36564,620,5885626,15,3013044,4364010,0
47236,723,603891,0,144434,1875465,0
104084,644,2383612,20,19968243,1376572,1
274998,702,5775219,30,5505321,192570,1
85156,795,1484230,23,236234,3728558,1
51529,430,4372226,22,1611562,1812938,0
118892,671,8432547,15,1592459,47489,0
45520,528,617634,11,1722946,0,1
44069,665,4113201,9,1536370,32306,0
108496,562,6309743,1,4033860,169320,1
144469,555,4852823,34,1505114,185980,1
54256,667,2863838,35,3524573,3193999,1
44238,758,7059208,16,19226260,1791956,1
44653,577,7145598,4,238437,102009,0
74559,879,6322063,5,140683,4058190,0
40903,775,1599991,10,21075849,405226,1
33870,794,1885138,14,2520972,458707,1
41364,419,1775211,34,5383434,66905,1
43674,526,8313495,26,105338,86484,0
183236,635,2208648,25,353463,24869,1
58661,708,3572794,19,334165,422385,0
44252,687,3208012,28,3247337,380284,0
208072,832,1926882,31,594583,714996,1
327939,837,7106430,16,3989520,1003289,1
37025,554,676623,12,426331,0,1
41499,880,1978197,14,175616,10213,1
36716,467,8347533,1,3550508,1422943,0
106275,873,8053248,29,436688,0,0
39308,766,6190145,29,19611244,0,1
102706,680,8932707,2,1573372,0,0
89952,542,8469871,13,5872715,0,0
39704,742,8185985,25,5405666,0,0
137295,400,5438077,4,3190737,1912556,0
72817,710,2647321,12,6182230,72747,1
76712,613,4710024,1,11769930,0,1
37081,738,3076619,9,6029432,0,1
31457,731,1058448,35,2674369,0,1
224474,306,6485518,12,3652562,2482684,0
238436,823,851779,3,1638365,347515,1
38969,731,3150140,23,3094261,119726,0
48538,556,249467,13,5971619,209150,1
55766,770,7159256,25,1263993,12503,0
491704,888,1623906,7,6496234,0,1
171760,766,584017,27,19454929,0,1
61907,679,1592447,26,1442879,0,1
271195,675,6135729,3,556141,2017008,1
157677,441,7632146,1,9832907,3499207,0
61256,414,5167422,28,1450029,336317,0
70104,708,5668300,1,21531590,87933,1
45485,872,419430,21,4179519,1713983,1
80589,619,4127210,28,3909066,0,1
49591,611,788972,11,501726,0,1
69790,807,459380,19,10049397,448977,1
30748,377,6927572,12,986110,0,0
82350,818,354029,18,3518708,1956931,1
105932,657,2179559,27,115568,0,1
39937,789,1530636,26,101022,915445,1
263440,636,4166882,3,2165132,1052094,1
47425,893,8421210,4,828215,101099,0
31551,610,1116011,28,2713715,1822977,1
34112,726,8361682,8,23268299,155712,1
108455,453,2096908,8,9421256,1775456,0
105132,598,2999305,21,2053967,1479615,1
208102,782,3249355,10,1470958,38949,1
99257,648,1822144,4,1469802,174497,1
55928,588,4727472,13,13217658,0,1
107980,712,4533005,35,7358681,1066140,1
36900,848,4793627,3,340583,0,0
151975,611,1308526,9,1895230,180315,1
70256,515,443939,1,438164,0,0
156308,755,295140,19,1725978,419169,1
67900,660,4543209,18,3871657,3046618,0
44256,603,6438966,25,1937743,910323,0
55531,831,9709751,15,15561530,0,1
39835,713,5727586,8,8596807,674253,0
162480,595,2745955,5,1757908,915480,1
143775,633,5048781,8,9393268,0,1
49998,785,2791618,8,1442633,1491029,1
66924,314,203258,2,103614,391994,1
105771,383,7034416,27,122383,0,0
238649,800,1725337,18,52373,1254464,1
113839,709,8002149,27,205761,1063005,0
35786,627,1587133,0,2061887,3921129,0
34641,736,759971,26,4657651,1062075,1
97278,780,236169,27,1341755,4064138,1
441243,336,118863,14,337439,19839,1
49675,414,421420,7,22875808,1974160,1
44605,570,463258,6,19090953,558199,1
150840,849,4521358,25,631840,34088,1
68573,775,458612,2,73084,279155,1
39257,706,3715198,13,4050424,366907,0
108706,300,6602945,24,19298094,1623386,1
93932,711,1599189,9,925003,3279392,1
228797,543,611311,6,469258,611346,1
43204,640,222530,28,67890,2457897,0
41070,632,494647,20,89754,204731,1
31485,504,4184337,8,137048,0,0
64636,882,415083,10,151463,0,1
191031,500,2638418,30,942060,3281836,0
107759,502,1263622,6,3092928,0,1
66212,820,448544,35,1119222,161801,1
203241,358,6616098,22,11092444,1900305,1
224565,815,5798381,23,4282740,1617372,1
295686,376,3429615,31,5103953,0,1
32488,686,7300770,19,2520906,30746,0
38948,597,664605,20,1814984,3704847,1
51423,881,5618316,6,8522154,739986,0
41905,744,3651064,7,1293725,66659,0
61180,769,6344708,0,714020,0,0
107625,616,3231794,16,292918,148438,1
85384,566,1004933,4,2824947,0,1
43430,316,6922357,3,12475910,475805,1
45784,736,588061,28,531167,84009,1
112993,703,415831,9,3265319,1901077,1
64075,785,958946,13,1267448,158270,1
189135,723,9036722,29,2416904,1910292,1
116702,840,386679,8,24974412,714120,1
77163,859,4527989,22,381222,0,1
53474,597,394794,11,6634288,1651789,1
77856,594,1844630,30,18766221,710607,1
45883,659,8593170,14,445310,0,0
45955,554,2332657,2,3448269,58174,1
93567,645,402559,13,10777946,1447808,1
71063,556,4700248,26,1463878,176101,0
45936,702,7219502,31,503076,1724155,0
267779,501,8887711,21,23225706,3756333,1
195801,438,9121907,2,1419694,55381,0
110272,569,5873362,31,364569,50799,1
40536,508,329255,15,10640725,776344,1
36699,765,4977039,1,6439700,0,1
407792,530,4755709,30,265323,1702234,1
46198,437,3275086,3,1938110,160221,0
37899,796,222722,28,20939571,0,1
268208,839,1574765,2,2196053,70449,1
109778,539,231093,26,361623,135453,1
81507,671,6075896,20,369766,751142,0
44564,535,1907828,7,1163640,469164,0
48551,728,8543188,21,3395640,186708,0
39796,535,4601305,25,366846,34063,0
73828,568,2293193,25,10504579,0,1
43855,758,3687275,5,1034806,0,0
185338,766,3832813,27,453394,0,1
35158,751,8443472,30,1187503,0,0
251966,421,264203,12,6095777,2863369,1
70192,431,4401372,27,117471,0,0
56745,574,2691066,11,1078962,0,1
92012,571,9286775,20,3571357,50893,0
79434,571,135508,20,4330189,56568,1
55419,518,134774,8,1078356,4695765,0
34181,406,4106472,35,2248331,341417,0
51984,750,461810,32,5455196,0,1
81958,690,8171639,27,278892,0,0
78845,567,7032336,1,1966001,674048,0
37983,560,3628970,32,6228477,233834,0
106439,500,3423801,19,1190876,0,0
58856,891,3519904,12,9653542,700485,1
99824,721,208722,18,13504595,0,1
45875,644,1477890,9,2983953,589266,1
350459,532,1168736,7,10952957,1322695,1
40013,879,225647,30,3583786,276231,1
35998,844,1107129,19,143058,644622,1
43393,706,112785,19,1798511,1054120,1
57101,711,7887613,2,501617,0,0
34289,359,5036824,12,11387995,0,1
53098,674,1452921,20,427800,1113444,1
49276,522,629309,9,8828920,55170,1
109607,672,1231706,30,3197689,15994,1
77659,568,7279346,34,4506894,201085,0
183064,785,4455666,19,17642042,12511,1
119727,582,9702157,34,9821425,87894,0
43321,638,2222952,20,7113947,176465,1
279681,631,711290,5,325077,0,1
164529,522,2424198,0,7358229,0,0
85701,676,289893,12,1001266,134228,1
49481,635,206201,19,2633249,179478,1
44016,325,2744114,7,7656907,0,0
83761,459,4912187,2,22707324,0,1
66524,717,3850492,9,388602,1686426,0
49416,570,4674194,21,1904854,0,0
40255,870,771461,34,2016566,0,1
58655,524,115918,34,16280165,3475983,1
48449,357,4545303,2,3287818,0,0
51422,775,5294877,33,1967853,45543,0
82866,550,5047242,13,7322753,2094664,0
101059,761,6569205,3,3334373,477742,1
40503,343,464761,33,1530594,623605,0
77993,806,2292213,17,2613853,158732,1
105981,307,1006605,18,1895415,1367292,0
34991,763,6854716,30,1155225,579468,0
68621,605,7194099,11,6496547,1528613,0
96790,587,148595,27,275460,0,1
