income,credit_score,loan_amount,job_experience,assets_value,existing_loan_amount,approval
193760,864,1263459,23,6479039,3653645,1
58403,771,8631243,19,19072635,745492,1
174018,790,5328400,32,1184992,4489622,1
154305,657,1067359,11,9057290,670542,1
110251,329,7615791,34,23935396,3215456,1
268887,315,6998012,33,15354970,3010928,1
240695,435,8347793,9,2808189,730977,0
216240,725,4188079,0,9214460,4028707,1
298998,561,4453657,13,3378092,3232110,1
291254,415,7504296,28,23620819,3647043,1
127264,437,6930051,18,10558827,4624890,1
93639,346,4817162,17,5655396,2034191,0
187271,622,7287930,19,16448550,291646,1
298312,598,4394298,22,6672102,4406947,1
268812,348,1132801,26,654916,2709611,0
72681,307,4717420,0,16661333,4001974,1
149433,834,9843083,10,14647002,4929557,1
231686,881,9449961,31,14274178,2760766,1
30648,353,5867711,13,14433045,4629338,1
34989,867,1312643,27,19016381,2256184,1
196725,851,9209692,0,9827872,1925257,1
209234,408,5752167,35,13605264,2975774,1
30697,595,9320446,1,5446911,4053282,0
108718,706,1780090,6,18144313,2263896,1
296851,532,3334463,29,671660,2507756,0
43547,700,8925210,0,6655387,467260,0
58119,323,614623,34,15695195,1929170,1
59833,470,6941814,7,23545367,3189208,1
64085,611,4500003,14,3617148,3758162,0
190724,724,4302167,5,14704793,2012384,1
200538,474,6265702,31,19635153,1428702,1
292090,351,1131791,24,16917398,4609142,1
261493,603,8215467,22,16405528,891005,1
127374,558,8702464,10,7296596,2136632,0
268457,733,7469802,18,22871931,4020744,1
46503,364,1803373,9,7818763,2639865,0
296535,837,4446311,33,2785661,4336743,1
69984,772,988594,7,1922990,498073,1
222063,709,719094,24,21391310,1097360,1
214938,501,8409488,23,8111727,1589294,0
138967,571,5834386,24,7561673,3442160,1
203975,423,5107712,27,18864112,2541404,1
190126,556,1145516,31,5155501,4991801,1
285212,761,9763021,0,18564279,1054598,1
274793,507,7370604,33,1959985,4590974,0
279316,815,9564905,28,15154464,2335997,1
60561,680,7972508,14,21631245,700907,1
42705,815,157091,18,2267626,860536,1
53269,352,2745395,32,21214944,4216595,1
119109,759,921578,11,2526850,3188553,1
218293,811,4368626,28,18065366,996240,1
32969,635,7158559,28,22153512,52499,1
129522,741,8013479,25,16732669,1904255,1
125405,377,7844180,4,12664443,2419259,1
276801,577,5867574,9,13231426,987368,1
93432,596,8177059,11,16260668,1025463,1
292256,885,6425897,28,7552161,2451728,1
217179,380,4649748,35,23927790,156431,1
65367,471,3013049,31,13947087,4665636,1
247397,669,840781,19,9390703,3032784,1
206027,895,6938703,17,3872108,305743,1
168577,545,2288489,28,21267106,2051366,1
206307,416,5820205,34,7095123,3167791,0
283230,448,2247982,16,19613449,62581,1
140520,859,4036840,35,21584134,3321487,1
115846,385,7865168,26,16656661,2569738,1
60405,639,1432454,20,8301386,2148205,1
168596,886,9979882,28,23691394,696712,1
72282,378,1660370,2,7664004,3903959,0
102482,441,2205251,2,12075565,2628412,1
218241,317,8354711,18,697839,4323337,0
291099,820,9238432,32,7979217,2601859,1
141989,737,960500,7,11862752,2344957,1
71376,708,6037031,22,11967315,4277475,1
71056,332,3933113,15,5626552,4387762,0
214049,390,7991513,18,14420850,1202457,1
284341,469,2938746,31,22167136,2452596,1
190266,818,7837600,32,2796877,1263283,1
236821,443,3204712,17,11440127,1057865,1
186279,460,3424938,22,9895412,97595,1
114352,888,8588062,7,4030265,1047288,0
94904,535,1650394,11,8136727,4269024,0
216924,655,8169266,3,9588279,4882357,1
41932,388,2952715,31,19477313,1345377,1
51236,361,1481475,4,4119674,2802694,0
267370,351,5539354,35,6883998,2574116,1
205734,686,778931,16,6215337,3018196,1
34873,501,3133076,9,22115139,2642902,1
124947,536,8191192,25,8830716,454728,0
50765,745,7660598,8,11431847,1295238,1
144114,443,4731966,18,2695583,4211867,0
246387,426,7949896,12,19226796,2268372,1
217225,662,4736927,33,19346594,3082607,1
62387,844,2828059,7,14551023,3487821,1
279127,490,1952634,14,19360178,2677772,1
119801,775,4462502,20,24303404,737231,1
233089,353,3959281,19,21186497,4698506,1
85990,858,1467200,21,17769348,3378147,1
197976,759,807450,21,13381630,2780453,1
295718,566,6919937,35,18944955,1197263,1
163876,406,3944347,19,13790729,2462049,1
83369,640,503346,9,13881669,2354290,1
207924,333,7463147,4,13207712,662729,1
230789,665,7050153,11,9782063,2511277,1
202772,768,7961970,19,19475518,1847587,1
115215,611,2473899,30,2947517,4074998,1
32100,717,8682668,20,18740841,4427180,1
55439,866,6195990,25,11484515,4252250,1
171802,637,276127,29,15054232,3049457,1
162554,578,5095561,22,7126614,3649965,1
258071,861,9773225,17,17638274,3847142,1
285617,689,4461642,4,5259933,2340189,1
258732,384,2104996,31,17360644,981732,1
47428,822,1687507,17,23924339,3185590,1
211234,477,6121411,10,24297427,2108163,1
191492,837,7007217,10,19320459,431977,1
72118,352,2806371,1,16379440,1905039,1
130937,644,5098690,32,4459153,4695025,0
77208,669,3452906,0,5088460,948180,1
171403,397,4896663,26,16359502,1428304,1
266951,638,625618,33,7705702,4428873,1
147184,822,6196095,35,10717572,4823189,1
149645,833,3698740,0,13285810,1309776,1
67576,390,4356801,20,16745819,3742987,1
256042,506,3060525,23,1601003,1645194,0
53482,753,8149568,14,21407349,3641144,1
250903,304,5541106,14,814104,937522,0
189724,517,4434942,33,5681728,4016497,0
132729,551,6888928,14,17704642,3271603,1
91354,834,2037935,14,7734570,4881641,1
98276,372,5444899,5,22449781,2905625,1
215437,562,8000539,4,18808859,3984581,1
128549,482,3367828,30,23767315,2109040,1
251196,578,4195466,16,22122796,4282327,1
293377,871,6828957,9,4463204,3668264,1
253119,511,7326306,28,6126905,2194556,0
202920,655,3713549,19,8388737,489574,1
80753,884,9931981,8,11747239,4783973,1
261839,368,4967822,15,12994712,994561,1
151516,868,3343941,6,12885443,2463948,1
97979,523,7929299,35,260031,4027767,0
280388,842,8626611,35,19251108,4135183,1
248317,594,6080262,15,22561263,3596500,1
232039,791,1634838,19,7709977,3297952,1
72421,345,8226125,5,13038833,4818799,1
177681,702,1865282,0,11763670,724415,1
269696,496,6458940,1,4141768,75799,0
151822,572,6273504,1,24023207,2022815,1
196957,508,1250772,23,7850115,1995788,1
164116,603,2954517,27,20844670,1794062,1
128898,860,4169784,14,14712938,3731791,1
152876,855,1900101,16,566334,1300161,1
68169,866,3417396,26,18289485,3249973,1
168567,506,3666224,5,20468011,1154927,1
117966,480,2466023,7,6594791,4728760,0
255702,590,4667264,1,18193958,334574,1
87879,628,3599814,19,17446802,2846578,1
114019,504,432389,9,1272156,1212843,1
208969,759,2323772,0,22253253,811325,1
284203,336,5384507,18,24372748,4332335,1
174967,410,3818555,11,19138816,725614,1
174111,300,7508322,28,6867091,4185355,0
250913,864,2285186,8,19682721,271765,1
194941,826,219261,13,22121111,4088690,1
37692,834,5859994,29,2134608,1027678,0
157161,752,6317764,22,3831917,1538271,1
284089,474,930611,5,3405943,3186771,1
297579,309,4233808,7,19794646,414020,1
178673,569,5743441,11,15046033,3424656,1
152557,802,7282993,19,18512886,2980724,1
155456,466,8451674,27,9648618,4191376,0
188941,735,9635296,19,5729387,2773884,1
203505,616,4856695,3,18312815,551500,1
37963,891,8305637,9,11603024,2077845,1
55256,725,7470253,12,1183098,701350,0
155335,759,3662951,30,21666947,2046717,1
263524,661,3948874,11,11001464,4352844,1
210650,427,5692990,1,2188732,269414,0
181087,570,7657496,23,23744894,3611981,1
270967,893,8771627,28,23050201,450470,1
268429,884,186451,33,16478729,3639527,1
135345,333,8844153,0,13856217,3908030,1
251917,507,7356136,5,7431242,2531153,1
133588,811,1146749,24,1783475,4285477,1
115877,679,6358179,22,15163046,86563,1
280482,753,432560,15,18983080,3284800,1
98800,492,3790342,26,23523529,1733698,1
137041,727,5924361,28,13738458,2276631,1
102803,425,4394942,20,21094808,922514,1
241320,728,3511490,9,13651370,1587724,1
209791,327,2366241,19,23232228,2758708,1
291682,847,6643324,5,20197546,3182666,1
119385,843,6322092,12,6694005,2451458,1
293124,794,1289865,17,7383284,4140858,1
110946,410,9932497,1,416478,3667404,0
126882,660,3067873,4,14717614,191806,1
125222,443,3271135,7,16329141,1057262,1
210615,398,2140491,18,9921130,3892269,0
41770,430,9707410,21,3763454,4044499,0
61218,857,5930684,31,13887740,1766025,1
88211,454,2046797,1,13226369,480345,1
220181,672,205599,0,5129014,185929,1
70399,487,6931134,4,3465863,2832407,0
236320,872,4473363,35,2790623,4816322,1
299623,573,7277959,2,18879129,3284729,1
269103,425,7760729,1,18285299,2451214,1
173414,523,3903404,14,1499622,2166740,0
66144,469,6128755,4,9363517,156971,0
280186,647,1612869,16,6064092,1265509,1
98446,819,5852446,10,21892652,4608200,1
130530,860,6938923,14,11695541,1416039,1
186090,796,6638992,19,6465368,3360815,1
284234,845,4804794,16,7963055,4476924,1
216123,415,4528056,32,14946366,2598421,1
142066,829,8310953,7,22323246,3326580,1
134801,464,6329838,7,690144,3594668,0
85921,819,775098,3,22271961,652415,1
272020,337,7985488,6,13072867,4688352,1
268266,806,2706935,27,8717240,4361446,1
53815,533,7763013,5,14317432,3011634,1
87299,444,814810,18,10303006,1425756,1
274920,674,6806909,24,12721451,4134353,1
197042,361,1855408,30,8022292,441876,1
275919,319,8567384,19,14755575,21227,1
203807,635,805144,30,21984002,964758,1
148015,833,1130155,29,24382591,1760714,1
32869,627,3358993,32,9312547,3989369,0
82634,691,7437344,33,11045626,192648,1
132489,491,6473257,20,10368631,374158,1
234868,395,5628964,16,7509872,4225497,0
67952,546,491345,31,9961595,4178996,0
175633,388,2353866,1,10168015,638678,1
284823,572,5230092,7,5761601,3152425,1
37167,634,6919293,14,21666644,3070317,1
258511,562,6313801,23,6486154,2004413,1
231346,530,4135616,1,23917438,3838596,1
139914,804,2354924,4,21158255,3129317,1
268669,371,6551558,8,20084847,1378759,1
140056,724,1870700,5,14722583,1465427,1
194177,459,8296546,31,14295670,2357394,1
177922,894,3901744,35,1465025,1984059,1
198656,380,4161596,20,23731168,1027467,1
173158,577,5625516,29,18789217,917798,1
60713,401,188751,12,7261550,2285727,0
165609,395,1628491,0,8539430,4754210,0
170623,668,2846922,16,21533808,1380844,1
124316,810,8024573,2,17794354,2121703,1
60403,648,6840794,25,24715071,1651667,1
285772,659,5795975,27,20273743,558425,1
286578,673,2406822,2,4955677,1784100,1
152048,390,5299715,8,2417516,2068882,0
242975,597,931276,12,10358554,889215,1
168972,715,5489711,10,21262425,494556,1
290255,541,1939105,15,9026625,3020322,1
91052,750,5536020,9,1652293,4257850,0
95506,387,911011,16,14669280,1283550,1
293876,543,2361290,30,3833949,12150,1
209359,746,5649139,2,1507223,819816,1
225187,458,3536547,16,16541401,1959402,1
255848,464,5266823,34,22685798,794335,1
219892,580,7080076,7,15534367,3586486,1
227546,627,225669,2,16074275,1065275,1
292039,323,8211511,29,20076932,3863743,1
216306,487,5908450,33,12088207,3604631,1
48378,747,7274303,22,9748424,2990159,0
193914,847,8180305,28,24380336,1923872,1
113858,504,496113,5,9786034,4748299,0
229016,733,8604967,33,1073087,1779183,1
126737,844,9498629,22,15400929,3472029,1
96608,523,8976682,22,22640337,3400059,1
271872,783,3446313,21,6054401,4934229,1
271462,352,3369645,25,19591536,3300276,1
185840,337,8254659,24,1445141,290118,0
88757,420,6495336,16,3841566,2216542,0
219482,655,8082404,32,4751270,2560129,1
246150,379,6352868,30,14177115,2700584,1
123129,365,5231523,20,6201892,3800086,0
186451,737,4972805,28,20896367,2625069,1
212586,434,6567189,5,23615356,4918982,1
172012,846,5563214,34,24830546,4629757,1
45721,544,7295557,1,21469747,3191050,1
176782,874,8572059,11,17448808,1479302,1
142155,586,7686953,14,1273546,1589040,0
224370,532,6022886,20,6794338,618538,1
67254,461,4969802,0,11675789,2261621,1
49370,478,1992241,30,20874338,503820,1
182513,354,7780274,1,19471347,375850,1
176358,415,4459560,31,18226993,1851689,1
179571,371,6834970,24,19253664,851060,1
99969,312,9812620,19,20894803,3080186,1
143167,520,2072198,18,17603103,3555011,1
238517,566,2882203,31,19571637,3055842,1
245574,433,880561,30,667315,63747,1
210776,445,9538764,22,19610442,2205250,1
45999,621,1362656,10,4845475,2330816,1
274245,552,4891577,11,18302437,1483253,1
296470,675,6271701,20,3891244,3595024,1
66813,629,7672012,15,22842431,4796826,1
255853,876,4412399,1,3053989,1952770,1
43956,319,3438024,35,19178897,1915364,1
172169,736,8883191,4,1362985,3996871,0
196384,739,6458140,11,24875069,1553368,1
190798,412,8811308,6,6217106,3616087,0
134107,701,9747296,23,24261050,3562684,1
125643,427,7805316,2,13067259,959494,1
73570,740,1618541,9,18499074,1110664,1
39518,870,3755490,23,7482766,3355271,0
205679,857,2647670,4,7980140,3638620,1
174844,715,2984604,29,6240412,656305,1
250093,837,6873384,13,14771191,4832476,1
80466,541,4793915,2,8313214,1313286,0
163582,553,194939,11,17748223,667188,1
199027,844,3096629,29,10391590,597753,1
250764,576,4649827,34,16550801,321259,1
128778,871,9161862,0,4047060,1074191,0
262247,708,9768380,26,8140024,3710570,1
35030,333,1944714,2,11802936,4458560,1
236867,582,4598436,12,20356733,168613,1
199596,311,807550,3,21098525,25883,1
113959,895,6026573,28,17510632,373944,1
145516,300,2837665,33,16863546,2593139,1
224411,309,4615576,32,14633063,747157,1
238132,829,4418129,13,1436984,320910,1
289802,757,1416105,3,20805738,4893405,1
261501,800,6227470,4,15253275,2466172,1
259553,671,8908273,29,1454265,297865,1
94919,580,2042275,32,16613006,2690198,1
83294,415,3559030,14,10096800,3399010,1
36414,848,357266,3,7476381,3465342,1
121162,791,8423133,11,12836955,626727,1
32228,462,5405694,11,5095235,23265,0
144836,349,8029244,25,16030011,3578888,1
143969,381,6905545,1,11014866,3242898,1
297443,487,4529286,21,13509059,2617422,1
228664,385,5008358,20,14406420,4195637,1
183878,694,1312236,29,12396359,1896644,1
150549,820,6097757,6,9729532,4133894,1
201376,431,6879402,33,18149576,3249978,1
290324,606,324254,21,21166706,2456831,1
173730,899,2844801,35,22546279,1890873,1
87187,777,8923127,12,20309433,4417618,1
283776,679,3067892,26,10788691,2074226,1
108731,309,5207365,33,1549046,394389,0
97687,456,5350169,31,2040779,923395,0
229284,826,1456054,33,1582454,4133598,1
160477,565,2688860,13,19201461,4967065,1
73076,498,183600,6,24700239,2095915,1
219310,341,682993,18,1524634,1449142,1
74788,545,5194240,35,224099,2765767,0
162732,830,6420744,15,18622939,2352295,1
102499,322,6137584,24,17635265,3923795,1
170386,772,2964012,15,18131990,2637575,1
30837,894,4264841,7,3853343,858501,0
46230,879,5301618,20,2875628,2926217,0
131263,822,7619289,10,5224085,1224409,1
157635,314,1163370,23,23702959,182536,1
225820,533,9438791,28,12658710,1771033,1
146107,511,3672155,23,22488171,589542,1
147742,659,1439984,16,10370048,2940994,1
45133,373,3292896,25,21177902,327502,1
64415,860,2522793,32,275381,4636260,1
51676,372,9445962,9,12995296,2727487,1
54253,321,6684568,25,15261994,4771932,1
121655,670,7513130,25,7075402,1488711,0
80021,643,694633,27,3783362,4467008,1
63242,300,8320331,10,12122196,828215,1
253720,395,3328274,8,4218835,1476673,1
232732,337,1547647,7,17484120,2915177,1
159122,315,8921807,30,13816251,131242,1
33357,463,1348898,6,24092319,4948748,1
74183,517,9016959,6,23631504,4304884,1
291839,819,3020704,28,1610387,2120253,1
256829,335,5533751,21,17136894,4990657,1
128667,448,392833,21,12186509,4935181,1
270104,812,3591458,5,4960096,3075735,1
241791,706,558895,25,17168537,2960223,1
211370,540,685573,3,389979,2029741,0
219881,627,1165697,31,17408326,715409,1
287536,841,3938020,31,5133412,2622420,1
204653,346,1157939,12,13637087,1113395,1
106685,349,6545432,35,2426829,2701891,0
217644,512,9933154,25,3678948,2761120,0
60455,814,2319492,25,6419370,1082500,1
157524,365,6769171,18,18453360,3813818,1
95300,878,6224329,16,18053303,2066619,1
168754,586,8758522,3,15051240,2783286,1
239354,334,2170903,12,12982946,4607715,1
46738,749,7168220,5,9463367,3085172,0
167308,392,2779732,24,20810951,2879546,1
150728,876,2914274,29,7839687,1727272,1
40242,442,9636718,7,21267016,3020134,1
277078,786,7714293,23,17765562,4308374,1
298771,863,6402285,4,12839657,4979123,1
86824,519,1385823,5,1122510,2020644,0
72666,636,5002069,24,20046027,3631040,1
181462,868,7369772,25,22921410,1321244,1
119614,523,6268549,1,21569210,3138298,1
73878,343,2402488,25,7136858,868701,1
234792,567,3146398,12,2560495,1532971,1
233999,528,6017413,26,13948999,1630891,1
222482,604,7861439,6,4223385,4721272,1
95833,464,5236037,5,22579920,1552728,1
105698,454,2266534,2,20000165,1927948,1
73916,632,1376190,23,16859003,3379551,1
69184,699,9046893,35,23912371,787035,1
32109,390,3409601,11,14581527,201878,1
238479,485,2284827,21,12270010,4106293,1
237028,435,215117,13,16373292,3891485,1
172893,883,8985854,17,4617292,4753328,1
88063,879,7030423,32,12881149,519228,1
273889,773,9823267,15,18777609,392627,1
193467,679,3243401,20,4787634,2258092,1
154758,385,2548031,17,15803195,2399078,1
54220,681,9975120,30,9175453,3528591,0
154791,766,3139070,18,7417644,4140178,1
36267,730,2246963,31,21430190,1442675,1
218910,396,7489526,4,13126091,3037806,1
68379,648,9227844,1,10896372,2026721,1
99703,745,1870129,29,15289612,1625315,1
123799,803,6028255,25,12948234,3675520,1
45367,536,9644814,34,19542757,3061969,1
245507,505,3992008,7,13795912,368929,1
198418,581,4427871,10,21190603,942491,1
129923,301,4209927,8,22212107,1697324,1
124206,571,2951911,24,8116411,2372024,1
169161,715,2497238,31,23758147,2779251,1
186488,725,7333099,6,23177199,4059948,1
156623,886,9256674,27,6945421,1764114,1
165944,897,1595331,2,10110248,825101,1
249024,723,3267473,7,3687541,1390692,1
123458,812,5352564,17,22426504,4640831,1
257492,681,5082678,25,17823279,3547814,1
129223,543,4040213,12,11751058,2439313,1
126439,581,5258488,13,6285454,4534485,1
263029,639,696776,23,22793435,2659156,1
50248,561,1475043,26,24562008,2175135,1
49877,864,5061639,4,1898711,1438108,0
261678,323,4248163,33,18400147,2488448,1
277267,305,7669716,30,2425263,4789227,0
68077,837,5349525,2,22122977,3001534,1
253586,301,864735,28,12064808,2198440,1
185941,529,237795,3,24185098,3370364,1
299791,593,2376144,21,967281,4049932,0
261014,311,3097088,21,24237392,4909331,1
143030,814,8457258,29,1718656,2976295,1
143743,744,122633,20,13442180,465554,1
142917,644,7497492,27,7464308,3417257,0
201750,508,8767937,22,3597782,4987985,0
76652,319,9363037,28,12499024,1734966,1
207537,435,8954729,5,16545514,2144710,1
82739,646,560017,31,14159879,4699927,1
149756,596,7902223,9,2919034,978855,0
190302,691,4436228,24,18073771,3879761,1
219614,378,797315,9,8671376,2056674,1
247832,552,6444570,19,10052407,3123863,1
114747,849,2355615,13,12418928,3415131,1
64956,733,9816309,17,21020940,1191905,1
251391,600,3804559,32,19588395,822487,1
153720,608,969027,28,16911922,4321863,1
243795,856,9401310,16,13933630,1513025,1
240902,482,400697,26,7787687,2230844,1
62146,710,2996630,17,24076994,1241358,1
182428,747,8357641,18,23028174,2709698,1
230804,410,5556647,31,2558980,4191336,0
141568,317,6855624,27,20394531,1893779,1
246447,397,135458,22,24220382,238833,1
136375,845,5498326,29,1577585,1065693,1
146055,458,1157254,8,18525453,1038462,1
240362,745,3593783,34,4694271,424307,1
202461,459,2245755,13,3374942,3589464,0
66409,449,2912987,32,12134881,554112,1
113001,845,9176136,8,18159231,3840558,1
147150,519,9487429,7,20854684,1920432,1
192224,362,7838620,2,11578970,4736945,1
51886,354,3280889,27,21386180,3241670,1
262025,781,8629207,25,7409363,3354139,1
120288,430,9362009,29,9734384,3046855,0
262478,884,5470098,9,1830834,2185315,1
163691,331,4379859,17,9666873,1000451,1
97485,899,2303088,18,14916055,769557,1
273954,553,6832707,31,20084980,1001898,1
172837,860,4046092,27,17602526,1192619,1
284036,852,7652429,28,24670544,1724361,1
222459,814,9542469,22,7585346,1842326,1
201573,402,6186970,12,5070442,4151647,0
98628,513,4325221,33,5503966,1787725,0
238910,653,1940942,1,18078296,4091188,1
210270,506,5505545,18,23403655,4210539,1
134415,703,208175,23,2581842,1015209,1
30240,873,3397789,27,7545786,3953884,0
242887,660,8432573,24,1717144,1091216,1
36812,612,6647682,22,1065527,183321,0
214512,771,3045874,10,21989125,589195,1
121733,757,825330,33,22474382,584693,1
144013,780,5252377,35,15177627,2025985,1
214470,556,6832288,19,15613068,3998861,1
80064,357,9326473,9,4315965,3746932,0
228776,744,7277044,15,13104953,1780131,1
46164,365,6439545,18,2546814,631404,0
104121,632,8813248,4,13461283,326606,1
184189,319,6900038,34,428274,4911670,0
194901,520,3292563,0,194355,3517923,0
228447,550,9757847,4,3032907,3411683,0
114575,557,2227013,2,553425,887271,1
130764,581,9593661,33,5182968,4419799,0
135099,370,1996118,34,12591563,1817816,1
185323,626,2963132,20,9562363,1092022,1
174314,617,9406490,28,22308980,4052395,1
272971,652,2432412,3,11908194,806789,1
100520,722,6611990,20,8565343,3444059,0
93904,790,7810522,32,12165111,167109,1
256245,519,6397852,26,8898204,176815,1
108632,804,1744074,18,1184163,4846093,1
237586,662,9527293,31,23035449,4406119,1
98764,393,7011393,9,3818009,999381,0
85945,623,6526635,2,7070687,3150206,0
159608,474,6865093,7,11904563,2823782,1
266580,462,408106,35,17748374,3859583,1
280360,882,2822327,18,8230791,3612632,1
69382,552,7322819,6,17925935,2748491,1
38368,300,5552783,9,5178915,1536687,0
281811,672,8910200,13,8262040,232243,1
180725,528,5712030,21,18307579,2300782,1
291165,464,4551738,15,19127419,3554199,1
140735,570,185669,32,4696691,3100708,1
122329,360,6973812,11,3492405,4595051,0
189355,737,2848044,13,2916897,1445334,1
217069,567,5642734,4,3950610,3550875,1
284771,545,4136498,32,11204796,3936826,1
274113,847,8468578,5,23388587,420597,1
64654,874,619044,20,13594231,2117637,1
49727,434,6757240,33,15673467,4392567,1
69216,852,1093905,29,13118442,3182444,1
153486,403,8273222,3,2298696,149141,0
76935,409,5920394,11,11933827,909277,1
89417,471,189762,32,3051016,3482036,0
294129,690,330775,29,12305867,4780833,1
95134,856,8893917,8,14021818,3075915,1
206662,446,3902446,35,9609026,4151880,0
70278,402,9620433,15,11908195,2795194,1
181349,561,2804345,23,17370121,4280045,1
104963,706,5759625,35,14035222,1006793,1
58448,364,9492496,0,10172092,1885672,1
84379,835,9280406,33,3968886,56822,0
50678,766,7518844,13,16433985,1093664,1
47902,853,7314999,28,8552554,227662,1
193644,417,6204238,34,6031972,1323679,0
58026,501,1820929,19,18632941,633690,1
59833,843,705240,27,14678177,1964732,1
257246,373,1365380,13,4332777,3962471,0
152192,744,2591125,28,1343788,4454055,1
103311,789,8589976,21,1403398,4450651,0
194039,564,4944667,27,5807801,2326630,1
90118,739,7121219,2,6164426,213148,0
149563,726,852047,18,13242903,3229194,1
61732,813,1718556,1,3266972,902394,1
63028,311,6153010,20,6486293,274837,0
96487,864,561323,8,24825201,4557173,1
47991,351,9422759,31,8889904,807181,0
89648,391,8979520,3,14666803,790945,1
105626,556,2245026,29,9813709,3940988,1
30524,814,2931734,6,8205855,4794688,0
93298,804,8954206,12,6282441,3680263,0
66038,696,8936177,27,103774,1207399,0
194657,799,6314533,29,23910143,2082725,1
279301,621,3752154,0,9322583,2046064,1
165839,583,4003316,7,15321111,4018080,1
117121,858,8109999,33,11491509,2612427,1
125720,746,537693,18,22596582,680509,1
220232,871,7172672,24,23963344,2228198,1
198074,803,4014044,2,10991662,3117527,1
42256,543,4010092,15,17378002,3014286,1
100899,611,8246904,32,16072085,4822116,1
200407,698,6694832,28,453639,4778446,1
128833,416,8690866,20,19115867,3869073,1
144220,698,2772082,33,13197044,246697,1
118733,310,3192563,2,24996690,3858835,1
281912,756,7728457,0,2951215,154844,1
76915,736,6306239,9,2011905,3802299,0
59589,858,7798604,6,6857155,884387,0
119397,715,3739848,27,12872982,1020221,1
164818,315,2389950,12,3167973,4786175,0
274599,328,3088381,17,13919850,237442,1
117625,549,7263269,25,9603280,4086557,0
287236,570,273481,27,10286096,621885,1
219600,684,1862013,28,13615271,565211,1
171287,812,6482123,20,11587088,3950987,1
65111,421,1337100,30,4861870,3447698,0
253410,477,6548693,28,23598983,4713431,1
128590,368,5831171,33,2660714,1232255,0
296535,534,8971145,14,3571772,584467,0
56311,489,8760429,33,24843765,3057349,1
155512,328,7048412,3,21374084,1276271,1
263403,878,7561750,29,8496615,2963406,1
125994,681,1110292,6,17628601,4403415,1
242232,618,2206638,23,15135811,1464143,1
178949,523,6512044,11,9041611,4569715,0
281987,769,4736157,9,380627,4073272,1
155866,631,906915,4,6600121,3373423,1
78257,472,3367713,9,10588313,3907249,1
221966,724,7472418,7,1532534,2701627,1
215683,676,5192549,18,8948764,2802007,1
281813,425,1389120,26,22259608,2141302,1
299733,666,1706178,16,7022697,2414889,1
290689,393,8008456,33,2809728,4623204,0
241893,707,6644411,12,972195,2547412,1
128605,521,9308965,4,2738801,251552,0
46392,407,605129,23,804207,4826619,0
192128,610,8337283,24,7495182,2989671,1
282150,888,8707635,4,19560293,1884189,1
254588,313,1647670,15,21462934,726776,1
102772,605,7200130,18,10736449,3693884,1
156475,308,7614968,24,23302279,2266858,1
41772,616,6474898,23,8268986,346764,0
248192,522,5906298,25,12004442,940423,1
35118,693,7759981,19,20433219,1538125,1
121149,357,3340289,16,9714939,1354006,1
59415,563,7830653,19,7388291,688446,0
36395,698,6261054,13,13847771,4133519,1
186377,640,8972446,7,7377908,3968399,1
266347,511,4111903,8,6315922,555954,1
170419,826,504864,14,3933576,819486,1
108366,301,911208,32,11656914,2062242,1
138288,641,2811639,7,7594806,3369810,1
225923,633,775618,18,7880351,2489492,1
35167,538,7953665,35,2805623,1927618,0
186994,405,1586310,16,3718230,2695080,0
91068,634,1002763,13,21442668,789847,1
286879,756,7122311,8,13040564,3009695,1
128399,718,413156,5,23472884,3485760,1
111137,734,9726113,22,8076535,1644099,0
191890,520,4101791,14,969617,1196311,0
92350,823,4287222,0,3514115,4419628,0
242629,693,8070982,10,18959141,616147,1
81484,480,7222640,13,4231208,2720579,0
155983,593,9944473,2,5898227,3789354,0
171533,367,1323863,18,4243472,47659,1
226771,454,6698493,13,15270460,2863171,1
32363,710,9000091,31,6587254,3930667,0
151804,629,7233599,24,8230508,4248193,1
90470,735,690225,1,15677547,1996053,1
196078,815,9929227,18,17096167,3216219,1
248030,575,3413466,19,1157317,2216438,1
284699,459,8227038,22,9711974,3066207,1
293099,506,3757773,9,6342113,794555,1
256941,680,7406824,21,15247788,3324233,1
229854,685,9698615,35,21796264,3426243,1
156321,576,8821550,16,7035175,942342,1
234128,808,5080736,6,13351755,4637070,1
157372,399,109567,10,13427401,1482220,1
48801,825,3371501,10,20108114,1758631,1
283504,376,6672455,7,7740313,2074960,1
108008,528,3150127,35,16448959,1019158,1
148526,345,1933242,16,18375468,61273,1
231143,424,8155400,2,14694275,1633999,1
135838,507,1164191,14,19222597,2167834,1
211948,638,7266938,30,2212083,4775455,0
86146,537,4040024,27,2718151,1278972,0
291375,696,3882156,29,23754659,1980212,1
238965,879,3193829,25,18680361,2503474,1
282601,470,3434835,25,21105432,3155598,1
70533,873,2526551,6,13472177,1364664,1
179009,430,2929199,12,24107439,4640890,1
171232,343,8911877,4,14453664,3591946,1
226620,472,6867535,31,21634039,2493564,1
212343,842,2497105,11,12916361,2333639,1
207104,580,4698812,27,8797907,3389647,1
97724,470,2054546,34,8733687,2617146,0
164436,865,6555794,1,11280841,1957203,1
207141,428,7633981,35,4598613,1247411,0
159780,467,1313247,27,8840145,3561448,0
103967,815,7284633,34,22158050,792048,1
73561,625,4989393,29,15672474,1959642,1
118001,576,4974173,5,12775198,3752653,1
288523,751,5552149,24,3049752,1416073,1
161199,537,4533466,25,10597556,2146230,1
